591750	17945,12352,27791,2257,3627,2198,15019,4949,22393,911
599750	21911,13737,10329,3627,9609,7560,12220,14020,15315,12202,20297,9657
620500	21372,4220,12068,29231,19891,23928,27625,27060,10014,4578
621500	15584,28410,12220,3627,22393,25086,7323,8637,14294,20207,2683,29099
650750	7105,23928,26614,16754,7868,29547,1461,2655,20575,17429
691500	251,2683,9486,1831,19962,22393,9899,3536,7096,4571,22664
711500	24486,11767,12168,25260,3228,11080,16110,2683,2257,14580,11052,17118,26722,4709
725000	8724,4949,12977,16110,11052,3228,27791,12352,25260,20127
731750	17835,12220,3228,23779,17013,7105,2257,16500,14048,3390,11196,15924,7692,9195
745750	11196,11052,911,12394,17013,23143,25260,16110,14580,25372
746000	7868,14261,18730,24385,2683,11080,5845,28059,28333,949,155,21865
747500	10948,4949,27625,15534,29490,19973,13793,22482,21110,18075
764000	16243,9549,1031,554,14580,15534,5896,679,26699,24015
764750	21865,251,13494,5799,4571,14486,8327,527,6672,23774
776750	7323,11052,11196,16406,17013,1293,16550,12394,20300,25260,18388,26699,2963,3228
791500	554,1031,28653,2683,251,201,12352,18712,4949,21796,24831,3627
799000	1831,14182,251,143,23143,10014,15584,22963,22280,6621,27791
805750	11080,3228,11196,14902,11176,4949,22319,18730,16406,647
832250	251,14182,10014,12431,15584,5185,22280,20661,679,7868,22963,27791
835000	21865,8792,13494,16939,13554,2319,9486,7737,4571,21533,11734,14048,16722,19632
847750	21565,7465,2669,11196,11679,18730,20207,12914,7868,3145,28169
848500	17835,1222,26722,16500,2257,12220,16110,5086,15645,2683,7286
854250	21372,2159,21911,4220,15322,27625,19574,527,28463,4949,9881
861250	17405,21092,2683,6880,7680,14153,7620,4443,22889,1691
861750	251,5185,14182,1831,143,15096,12271,20846,23143,8689
887500	10840,14580,12747,19421,2891,10726,16550,2655,2257,7096
887750	2683,9111,11280,27117,15584,8637,13737,24977,27625,28410,15019
892500	25086,23829,11176,10908,22319,11465,12220,28463,6154,11328,17180,23403,239
965500	28653,10329,8693,23475,17232,4324,17823,28992,14020,911
969750	15138,8693,12162,28992,29203,4324,2128,12352,16913,911,17823
980000	11196,7323,16406,11052,17748,16110,17013,15672,1293,911
981000	14902,10840,3627,10726,29095,27791,11465,14265,1228,22889,11176,12394,27160
984500	7323,11793,29095,14902,16110,16406,21672,11196,11176,8719,2513
1025250	4078,4731,25372,1831,679,7868,14020,2826,15138,3937,13247
1046250	8724,4949,16110,1831,11052,14182,12977,25260,12175,251,27791
1047000	17405,21092,14294,2683,7680,11328,18024,25917,14153,7620
1063000	18868,23013,7071,13737,26655,23779,20484,12512,28270,23774,22280,28481
1074500	16110,4366,1222,251,5957,3720,21657,11080,5285,504,16602,9567
1074750	10840,19421,2891,10726,2655,26722,2610,7096,20411,11793,10171,11080,11904,12747,3699,527
1086750	21865,28463,8792,13494,16939,2319,13554,27927,9486,4571,1084,18977,7868
1104500	21092,1962,14182,7620,11465,7680,1547,3458,504,6331
1110750	15138,14020,27791,4220,18024,4938,8637,7868,5661,5131,12426,20578
1114000	504,20127,27638,27625,14451,6571,12606,10176,14261,16754
1118250	2683,7868,17640,22393,22583,12394,8662,2898,12285,8637,24306,26665,8278
1140750	16939,11196,9486,2683,7105,21533,4571,28065,24196,21672,12541,22313
1148000	6672,12394,8689,21336,16754,1037,27791,8637,18024,15096
1165500	15019,7465,12647,12068,27791,5429,11080,16944,16624,18990,15423
1173500	4078,12220,911,16429,20180,25372,2257,4949,27060,24929,15661,20037,20143,5848,8049,8257
1181250	12352,25086,12168,12394,4949,25240,3627,251,2683,20831,23284
1189000	12394,29095,8662,11196,8689,14153,16406,11465,21672,21067,16361,23612,27615
1194750	27514,911,12220,26722,239,15661,2367,9486,4691,17676,25366,4059,7400,83
1206500	
1240250	11176,8662,12168,25240,1831,16550,27791,14294,14153,3151,2160
1244250	26722,20154,22319,14020,12329,9609,21110,27791,2257,21336,1691,4324
1247000	10329,7096,13701,18024,4479,28992,27791,18741,18575,5185,25635
1319000	12033,15138,12606,4808,11080,7868,6988,12285,28641,7208
1324500	8792,13494,16939,2319,13554,9486,4571,21533,28065,2683,27927,5336,6305,7868
1338750	17640,14020,24196,22889,10840,953,11176,2198,10014,14294,12586,845
1365000	11080,3228,12220,20297,993,11196,21911,2891,14261,647,13737
1381000	12394,16110,21657,5957,5470,11679,29202,10999,19973,7105,17958
1441500	26614,7868,24385,7706,27791,4731,2655,13020,1461,8637
1446250	10329,21865,22126,24385,14261,12512,8389,11679,2963,26546,7105
1449250	
1459000	14482,24503,27791,17640,6326,21372,7963,3469,11176,15138
1459750	2128,15138,22583,12977,3228,20154,26883,21092,7465,14265
1492500	11196,25086,2683,251,12220,11176,4949,11465,13020,24015
1499750	12394,18180,7542,27791,23782,679,3228,21336,6724,7822
1517000	16818,17438,12285,6672,7560,29547,10584,26871,8689,21672
1525000	17835,29547,12220,23779,17013,16500,14048,3390,11018,949,11196,2257
1528500	12352,554,251,4949,25086,11176,11465,20207,1008,21110,12977,22749,23774,28370,5799
1530250	
1531250	21092,18024,17405,24194,7089,20154,14182,20803,5598,20846,22179
1561250	8724,25086,12977,24601,255,11328,21796,1831,11000,28270
1579250	18024,5598,18805,28641,16406,16420,14294,5652,25079,10532,21160,4953
1617250	5086,16406,7868,11196,4808,3627,647,27117,21865,24015,11951,18002,28463
1620500	6104,25372,18227,18730,14451,15159,21865,2963,18180,23656,23735,5833
1622500	12352,29203,11679,7560,8792,24196,13020,7976,10329,26298,19179,22027,8148
1627000	14020,993,9193,1461,14120,14580,29099,24541,11196,9549
1629250	25733,2669,23928,24669,27625,25687,5086,4078,14294,26288,18024,19891
1641000	
1661750	10726,12220,12747,19421,11176,2257,527,13450,27927,22556
1688750	2128,11196,2683,7465,17835,2257,13737,19668,11679,679,12220
1699500	18180,27791,12394,679,3228,7822,20425,2257,6724,14902,16716,24715
1710500	21865,28463,8792,13494,16939,2319,13554,27927,9486,4571,14780
1724000	7323,28463,16406,527,4078,3308,24601,3723,11679,15315
1724250	7323,16406,16110,1293,17013,911,23143,14580,11018,25372,15269,23198,3228
1727500	11652,28177,11052,16110,11196,16406,17013,17748,1293,2257,4452,7812
1758250	1831,14182,251,22950,21659,23143,679,10014,143,11201,28463
1767500	6080,12055,20143,4078,17400,12220,24034,22280,1335,23013,20180,27977
1782250	17405,21092,11328,14294,7680,7620,6880,1547,11196,2683,155,18024
1792000	21565,10840,4949,8689,14153,11196,22393,5443,21110,6880,6203
1793250	28017,17606,2683,29203,15138,14930,14294,11573,29547,21110,2033
1806750	2655,251,3720,14482,679,1237,2257,14261,4571,22359,26394
1812000	17835,29547,12220,17013,23779,2257,16500,24601,3390,11018,11196
1815750	2198,12287,16821,21841,26404,7868,7173,22027,3362,10714
1832000	21865,28463,13494,25372,16939,13554,9486,2683,4571,21533,25687
1838000	8693,12162,17823,4324,28992,2128,14020,911,26699,16939
1838750	4808,414,4775,12541,8257,2826,29203,9563,15138,18275,16818
1855750	29547,11196,23779,2367,16110,3228,21067,14580,14182,11679
1904750	11793,21979,13070,12394,26464,8719,13592,18730,21336,28653
1906000	12168,26754,20425,28410,14294,11465,22393,11080,2257,155,12220,2438,2683,9532
1909250	6571,14261,2257,21336,4731,4220,14266,7061,10893,993,10014,14209,20516,23470,24645,504,6326
1911500	7323,14902,11679,11052,13020,6158,12352,25260,20207,2683
1934750	17405,20154,22393,7680,21092,6880,7620,13390,12220,25596
1953250	11767,12168,14580,22393,9838,4709,12220,15935,1831,3390,12394,14020,25289,2610,3658
1966250	8724,14580,29084,12352,11080,28177,13020,19835,4709,1831,25260,3228
1969000	2128,11196,2683,7465,17835,2257,13737,12394,19668,11679,12220,18002
1971500	2610,679,949,11196,2898,13776,12394,6918,14261,5043,25329,7096
1985250	12168,15584,22393,14294,8637,11465,17405,20425,11080,1547
2006000	12220,2257,20127,28899,4731,3228,11196,22029,27791,14451
2033500	554,20207,2683,1031,25086,201,251,21796,8662,11612,11176,11465,3627,4949,8689
2050000	1831,251,14182,23143,10014,18805,15584,23782,22280,5185,26866
2076000	11196,24060,27961,2198,12287,23103,22852,15022,11790,414,24886
2078000	16406,17640,4949,11176,11196,12220,1831,14796,21672,29203,14902,17449
2088000	4731,5403,26754,18024,24194,251,28270,13737,1831,18741,10949,2198
2103250	27791,14261,12220,16550,3228,14294,27625,11080,11328,16754,12394,7567
2132250	27791,18075,9948,12394,8689,9563,9985,15159,2683,16818
2138750	15672,12168,15269,8689,251,25372,1831,22319,14482,12977
2148250	2683,22583,17640,2898,12394,18196,12285,6918,6352,8278
2168250	21865,28463,8792,16939,2319,13554,27927,9486,4571,21533,13494,7868
2182750	8724,20207,12168,3151,25240,12352,25086,2683,3627,12394,19643
2187500	15584,5267,8693,11176,17823,28992,9549,16110,2323,1773,23628,27394,6158
2198750	2128,7465,3228,2683,5470,27625,4220,25372,12977,14261,13054
2200750	251,3720,10151,5429,15138,14261,18024,18292,679,12352,12674,18741,24506
2232500	16110,1222,7105,29203,12220,4731,21657,1831,21067,22359,679
2251750	11679,5403,2198,8689,9072,9912,15446,11196,4949,16540,23549
2253250	11793,12220,17013,23779,29095,3228,7105,13592,11176,8719
2316250	14796,11196,4080,12220,27791,12394,11000,911,15534,7868,26288,9657,9688
2322750	7680,18990,19615,22126,7105,11080,21110,29547,7552,12606
2331750	27155,28463,20300,527,2683,8996,21533,11052,2899,16939,22126,7179,953
2350750	11196,6331,13672,29547,20484,22280,5334,18196,24194,5185
2364500	7868,16406,15934,8689,12352,5086,24601,14902,24669,3720,21865
2378500	911,12220,11196,2257,17060,10268,4949,10893,7105,27791,18937,23774,3228
2386250	2683,15811,8313,28410,15584,15019,21336,3228,28270,22319,1008,7061,948
2428500	7868,18196,9549,12754,28621,14294,22126,7105,4949,11328
2448250	6096,11196,7868,18805,4949,28710,2257,3720,9912,11776
2476250	17405,21092,14294,8689,7680,18024,2683,14153,7620,12168
2480750	14182,3228,12220,15446,21092,7620,25372,29547,10106,16550
2492500	15811,6203,3384,13390,5814,12307,17214,3458,15390,10058,19005,20979
2557000	21911,911,27625,11280,15322,16463,26288,6352,19574,19973
2616250	
2626250	21865,28463,13494,16939,9486,26523,2683,7105,28065,21533
2676250	2683,26728,23214,12512,22126,23482,15383,8662,7868,24977
2688750	14930,18575,11328,21110,1031,15192,3720,29547,11573,21865
2704750	8313,11196,26722,14020,28463,599,13737,12352,20595,4571,3658,5764
2733500	20127,15584,25372,23143,11679,1831,21110,27791,13084,22280
2737250	11196,17013,23143,21110,911,12394,25372,14580,5185,17060
2752000	11196,12394,25240,12220,15631,24015,27407,14294,13354,9912,12243,22179,3032
2756000	21110,23781,5799,21336,7061,17214,953,23928,12220,2128
2768250	14261,12220,12431,8625,16550,13737,25372,6096,13020,14580
2771250	11767,12168,11052,25260,11080,14580,9838,29084,19835,23407,12606,14694,2513
2788750	12394,8662,11196,10840,29095,1831,14153,4938,16110,29203
2797750	15019,27625,11280,26754,12394,25240,3627,4571,647,15934,28270
2807500	15019,27791,11670,14242,14020,251,25086,239,10948,4731,1010,1015,12688,27117,3817
2808500	12220,16550,3228,17060,1831,10893,27625,14261,20127,14294
2823250	11000,10404,27191,12168,3658,3324,4479,12394,26722,19421
2852250	16110,21657,1222,5957,5470,11679,10999,19394,7105,504
2870250	22393,15138,27191,10404,12352,29203,18730,22499,24196,13020,14020,17606,4003
2874500	21865,11176,28463,22889,13494,16939,13450,9486,23338,2683,10840,7868
2882750	2683,15019,21067,11465,17748,7827,19421,1666,24869,13737,29225,4452
2891500	12977,16110,27791,28017,12352,25260,3228,11196,21672,11573,2257,255,3627,4949,8027,819,8724
2910750	504,15811,3228,11196,10014,12588,27406,4949,12977,25372
2920750	10584,2128,953,1222,476,22732,26754,2963,7173,22168,22359,23407
2921750	1831,22950,23143,10014,14796,22963,27508,5185,21140,20648,143,27791
2940000	3228,4709,2610,12747,19421,16603,22094,22393,3658,15138,11767,12168,12220,24486,25086,25260,26722,2683
2968250	12394,18180,7542,2683,3228,21336,679,25086,4078,10106
2975500	24196,19962,28463,21565,9486,15138,17060,13494,21983,29099,14902,16406,19745,5086
2988000	19615,14887,18730,13793,24898,27458,18075,24922,7620,1010,15828,22482
3001000	
3009000	2683,2257,29547,14294,14930,11573,14020,4949,21110,25086,22393,27117,5627,8724
3010000	12220,4571,3555,17640,11679,1831,29203,21372,14294,19668,13975
3014750	8792,28463,13494,16939,2319,4571,27927,9486,21533,28065,7868
3031750	5086,14902,15934,29095,16500,25260,15138,17748,12394,11679,11263,16110,18131,21565,7323
3035250	17606,27092,29203,15138,22393,14580,12747,25733,13020,18730,11080
3054250	12352,11465,4949,11176,27205,8689,22393,16110,12220,679
3075000	3627,20180,12394,17453,13450,15138,29547,19973,11176,21110
3089500	26754,19974,3032,7061,12220,11849,3228,10893,28653,2826
3096750	4731,251,22359,20300,13020,3740,8024,11176,21110,11201
3114000	20154,17405,7620,7680,6880,3627,18024,22393,1547,2683,20536,23928
3148500	554,20207,2683,25086,1031,12352,4949,11176,251,16110,12795,14894,16217,27346
3149000	554,3627,11196,11080,7868,13087,2891,251,993,14153,9486,9804
3168000	241,21565,20207,2368,10788,13390,12352,28710,25086,18024
3188000	26722,18075,11196,27509,17748,4709,9193,18805,26523,28184,9567
3211250	22359,16406,11052,23407,12394,2257,11679,16550,18730,14265,11076,12431,17706,27155,6148
3215500	2128,3228,14887,12394,9486,29099,9111,21844,21110,1415
3216500	8693,12162,4324,17823,10240,911,14020,2128,20386,18227
3226500	1831,19974,12220,14261,251,7560,9848,16550,27625,14294
3245250	8724,14902,11612,14161,4949,29095,11052,12977,1222,16110
3249250	21865,18730,8792,13494,16939,19539,9486,7105,7737,28065,2513
3257000	14796,21865,28463,8327,14261,16939,29203,1831,21140,10193
3266750	2683,2128,3145,911,11679,14265,15934,10268,21672,16550
3272000	26754,13020,2655,1392,11176,7868,19973,21899,24869,14261
3282250	7323,28463,527,4078,3308,3723,12352,11679,8662,15315,11857
3288250	25415,11196,11679,2257,12287,6158,21841,16821,3228,26404,5592
3288750	16550,12394,28466,22583,4571,12220,19574,9486,23928,18075
3293750	12977,21336,9912,22179,4324,27791,22319,23338,4078,28992,25193,26523
3295250	
3304500	10404,27191,5403,14020,20297,12220,2198,599,12394,15138,13554,17228,17512,18086,22269,24461,25169,29099,3592,3804,4931
3310750	20207,12394,251,2683,3151,25240,12352,21796,8662,18805,15432
3312500	2683,8689,11280,8719,1831,13592,18730,28270,27407,2410
3317500	7400,24503,24929,3590,10948,949,13592,22359,26728,15534,3032
3326250	10329,28391,21715,26860,26378,21110,27791,14580,7105,23793,9479
3335000	5336,15019,16110,6104,7868,14261,11196,27927,27511,2945
3344750	2683,11679,11857,4078,3308,24601,1831,10680,12352,18180,17748,18290,28463,3313,5310,7542
3350250	2128,7465,2683,12285,14294,5814,11196,21336,4078,15934,1672,18736,24765,25420,3384
3363000	554,28059,4949,12352,201,251,25086,15405,8689,19962
3396250	28059,22583,27117,14020,16406,26883,15019,18075,22499,2655
3404000	20207,2683,25086,1031,12352,4949,11176,201,251,16110,18273,22246,29,3627,6246,8446,905
3405000	13430,7868,25372,14261,13672,28410,13592,14020,8327,679
3410000	3228,2963,10240,4078,11176,5598,8693,24196,12394,25372
3511000	17606,22393,15138,18730,12352,2963,4731,993,8689,8313,14020
3520000	15138,29203,22393,22499,1831,23782,10014,18730,18075,3151,14415,1700,23928
3524750	14020,12220,10404,11679,6988,949,26288,27092,8028,11849,26871
3549000	16110,24628,21657,1222,5470,11679,679,19394,7105,2655
3552000	
3573750	2128,7465,2683,11679,5470,18002,25372,10680,8689,5598
3581250	6203,19962,16653,11329,10893,7071,12754,9620,10584,15934,22126,23482
3588500	12394,3228,23143,14482,1481,20661,4078,20425,2257,13737,21336,530
3590000	16110,18730,8689,19962,28631,23623,9985,10584,20154,13390
3592750	5336,21865,28463,13494,16939,9486,2319,11543,8327,22393,14694
3625250	3555,20154,4571,17405,16609,7542,7620,14294,14482,11328,26614,5625
3644250	21865,28463,8792,13494,16939,13554,27927,2683,9486,21533,16406,18843,29473,4381,4775,7127
3661500	15138,28382,12220,21865,16463,2367,2655,26619,27791,554
3675000	7868,25733,15761,27135,9471,16550,12220,23076,9472,8689,1565
3684750	18180,7542,27791,20127,12394,23782,3228,14451,679,21336,16754
3719250	14580,1758,18024,12747,26288,16406,2257,10171,527,13103,4960
3723750	18024,251,24194,25424,18805,23284,22179,12220,29099,11080,12271,4078
3734250	1392,3228,15138,569,21672,29099,29547,20297,7868,10014
3742000	13494,16939,28463,23928,2683,9486,28065,7105,21672,11524,26168
3751500	23143,26754,11679,14265,2198,22359,11080,12352,6571,28410
3781500	12220,12068,14020,28710,24541,3228,11679,251,14887,11196
3787750	10404,27191,12168,3658,19421,12220,8313,26722,12394,20846,2610,26969
3795000	6672,3627,14942,15639,24196,4949,14020,8637,9620,17945,29099
3799500	2683,26722,2257,4571,12220,11080,12394,19962,17641,7868,21768
3846250	2683,26754,8637,27791,11080,12162,20425,24601,1831,22393,11882,23143
3849750	17640,18624,6158,2568,28621,3390,4366,7868,26341,24180
3861500	21865,28463,8792,13494,16939,2319,13554,27927,9486,4571,20470,7868
3892750	28059,22583,27117,3151,14020,16406,26883,15019,18075,22499
3895750	26722,21110,10948,22482,22029,1010,15138,476,14360,12220
3903500	24942,22583,28059,20846,22280,16406,14020,6331,26464,3151,1392
3913250	3151,22319,18805,25240,25086,6672,15138,11328,24669,15534,8409,8689,9230,9242,9948
3952000	7465,2683,12394,11679,13737,2257,5598,21672,5086,22583
3954500	23143,26754,22317,11201,4254,8637,11679,11080,27791,143,15584
3963750	29095,12394,3627,8662,11196,16406,11465,8689,14153,10726,11330,13737,3809,4949
3977750	3228,11196,25372,8719,7105,19673,569,14020,9549,6929
3981750	14182,12394,251,15584,10014,20425,14266,29547,13592,8842,27791,6520
4004500	19993,12168,26754,28410,8637,11465,15018,20425,11080,11196,19686
4025000	2128,7465,2683,11679,10680,19668,5598,2257,5086,29203
4035250	28653,20297,11196,15645,9111,11396,3228,10970,22393,15192
4037500	16609,24503,11080,21372,7542,18180,29099,9563,11176,21110
4047000	14261,16110,16463,11080,7868,16406,12674,21067,10151,10999,29446
4054000	6672,14914,12352,6203,2655,12747,15639,10329,7096,2898,11304,24088,9090
4059500	21865,8792,28463,13494,16939,9486,27927,13554,2683,21533,16463
4063000	17835,12220,6080,29547,3228,23779,17013,2257,7105,15645,19974
4073250	14261,1831,11682,12394,4078,13494,6539,21706,25372,3719,27415
4087750	1831,14182,22950,23143,21659,679,10014,143,11201,14796
4097500	6096,21672,554,3627,24869,18024,7868,4949,11679,8637
4102750	20979,27117,9472,1428,23214,23482,29203,12512,14818,6880,20585
4115500	12394,12220,17945,3740,15138,21110,3720,29203,13592,3458,6731
4118250	11328,1758,27791,4078,155,18024,3034,23779,21110,28967
4133750	2257,12220,4949,21092,3228,17060,11196,14482,15934,7105,14451,25372,27638
4153000	14580,12747,7096,19421,12220,2610,527,14020,2257,10171,21865
4184250	2128,29203,15138,2683,12352,11679,5598,10680,5086,22583,11196,14020,23928,241,4949
4186500	29547,16110,14261,2367,23779,21067,14182,11080,11679,14294
4189500	25329,8313,13701,13554,4479,21336,12394,12220,7061,7868
4193750	26972,290,24669,6331,16624,4949,7356,12394,414,21930
4195500	3627,7868,6246,8689,15631,647,679,949,1031,2257,20456,7737
4215750	21372,3555,21911,7323,22280,8719,27625,15322,28410,16463,23928
4256000	1831,14182,251,23143,143,15584,6621,22280,7868,23475
4256500	23013,23928,2898,25917,25733,20484,12606,11176,27791,13592,2410
4257000	3627,12394,11280,29095,10840,14153,8689,26972,8662,10726,27625
4259500	12394,14902,8662,3627,10840,29095,8689,14153,10726,16624,15315,29099
4304250	14796,21865,12220,16939,27791,2683,29203,10193,21140,22359,7868
4317250	2683,9242,12352,7620,10136,11679,12606,8689,21672,5086,22029
4336750	11679,22583,679,4949,2257,251,14261,3720,2655,24196
4370750	3228,11196,7827,24869,29099,11080,26699,11201,10584,2367,1666
4376250	3627,25086,20207,12168,3151,25240,11465,12394,2683,12352,15631,21225,27407,8689
4378500	16110,11679,16540,15315,26722,143,15534,20803,14020,2739,16100
4392000	17606,10404,29203,15138,23612,27191,12352,22499,251,19421
4399750	17706,647,10532,27791,12055,28463,14580,18712,24977,11080,23207
4421250	11679,11052,3228,16406,13020,3627,11196,25260,18730,10872
4423500	22359,23407,11176,2683,14153,14887,21862,29547,4949,911,24193,4147
4447000	554,11176,4949,11465,13494,16939,21865,8689,2683,12220
4454500	28059,26754,22583,24977,22499,1037,26883,16939,29203,15934,15019,27117
4475750	20207,12352,25086,12168,7620,11465,2683,1962,27407,993,13592,3719
4501000	
4503500	14020,11080,2249,679,8662,18180,6148,18353,1010,8637,24193
4533750	17405,21092,18024,14294,11328,7680,4443,14153,10948,2683,4324
4547500	12541,7323,21865,13494,12453,15831,19421,25086,14661,15018
4557250	17640,16653,16406,21865,7071,12977,29202,5470,9486,23214
4606000	21092,17405,7680,11328,3458,2683,7620,1547,20154,18024
4620000	14294,21092,17405,14182,7680,1547,7620,22749,11196,2683
4625750	22484,29203,143,11052,10726,1712,4709,12512,6203,12394,22321,26000
4631250	28177,911,2683,17748,7323,12394,18290,11196,15639,5443
4658500	17405,21092,22393,14294,6880,11328,1962,10106,14265,7680,10948,17453,25917,27625
4680000	4949,14261,2257,251,679,21632,17060,4571,14482,10893
4712250	2257,8693,25372,1831,20425,28992,12220,4324,2128,22359,20902
4716750	15584,12168,12220,22393,14294,8637,11080,21092,17405,20425,2683,29202
4770500	29203,12352,8389,18730,22583,5086,22393,4220,13020,21672,10404,6988,9165
4782250	1831,12220,14261,29203,22359,6880,7868,2257,911,22583,10778,9658
4804500	15672,14914,3627,6203,2683,28463,7868,4172,5470,22393
4809000	14020,24196,17087,7868,18741,25372,27791,28059,13975,554
4809750	12394,14796,12220,27791,13737,14261,29203,11000,911,4078
4814750	21865,28463,8792,13494,16939,2319,13554,27927,9486,4571
4844000	2128,2683,11679,4220,2257,22583,16550,20207,18730,10680,12899,15934,24196
4850000	21672,18730,6080,6096,9838,9486,10840,29231,6880,15934
4852000	21865,8792,28463,13494,16939,9486,2319,13554,27927,4571
4852500	11652,12068,11679,3228,16913,3145,28453,9340,14194,679,11665,16500,24541,26288,911
4853750	12394,21110,22393,1547,28653,8637,24196,16550,143,7868
4876750	11196,14580,17945,14294,4949,5470,27791,11776,12220,11176,949
4880250	11679,16609,27791,21336,23782,12352,20207,14930,20425,24059
4886500	7868,9549,18196,14294,28621,11176,4949,20411,26318,7105,17640
4895250	911,4949,15019,13737,5574,251,8689,7096,1119,679,15423
4902250	11793,9838,13592,6158,4324,7096,8719,11176,11196,27415,23628
4907500	17835,12220,29547,3228,2257,17013,23779,14294,16500,16406
4921000	12168,3151,22319,18805,9242,25240,12394,25086,10136,15159,23549
4922750	13390,21565,5185,23928,20846,19891,21336,26288,155,3034,18024,2669
4956000	10840,20180,20826,1293,13737,14930,11679,29547,22889,2504
4963500	17405,14294,7680,11328,7620,1547,22889,12220,1691,3458
4967250	21865,28463,13494,16939,2319,239,9486,4571,21533,28065,12431,6101,7868
4994000	22484,25372,21110,28653,12394,8637,24196,3228,251,18741
5011500	17835,3228,29547,15645,27509,2257,16500,11018,949,5185,11196,22280,23013,23779
5012750	4731,29547,16110,2367,3228,290,23779,23143,11679,2257,2208,7963
5024500	7323,16406,16110,911,2683,1293,23143,25372,22393,10268,12977
5027500	4571,4578,14415,11080,23928,25309,9563,4281,27791,2655
5034000	2128,11196,2683,17835,2257,11679,12394,13737,19668,4479,7465
5037000	22727,21865,28463,8792,13494,16939,9486,27927,2683,7737,14796,21140
5052000	21865,28463,8792,13494,16939,2319,4571,27927,9486,7105,7868
5059000	11196,29008,27683,23928,3384,15584,7692,16463,18741,7314,9195
5061750	6672,5336,28463,7868,16243,8637,20297,24942,2610,11679
5068750	
5078750	12220,201,6158,10584,24196,16550,16110,8689,19431,1831,18990,25669
5082500	29547,29203,11196,23779,14261,2367,21067,24385,18730,11080
5082750	21865,28463,8792,13494,16939,2319,4571,27927,9486,7105
5108000	554,25086,4949,12220,11465,11679,12747,993,11328,8662,15094,29203,29547,4254
